Date,"Hours_Watched","HW gain %","Avg_Viewers","Avg. View. Gain %","Peak_Viewers",Airtime,"Followers_Gained","Live Views","Authorized Viewers","Auth. / All Viewers Ratio","Unique Viewers"
"23 September, 2023","58 672",173.11%,"27 080",-36.97%,"39 000","2h 10m",130,"227 780",0,96%,0
"24 September, 2023","87 407",48.98%,"30 850",13.92%,"37 971","2h 50m",130,"282 537",0,95%,0
"25 September, 2023","95 464",9.22%,"35 799",16.04%,"49 162","2h 40m",-257,"332 127",0,97%,0
"26 September, 2023","1 734",-98.18%,"6 936",-80.63%,"19 356",15m,-62,0,0,157%,0
"27 September, 2023","164 786",9K%,"38 028",448.27%,"70 571","4h 20m","2 395","783 467",0,96%,0
"28 September, 2023",-,-,-,-,-,-,-43,-,-,-,-
"29 September, 2023",-,-,-,-,-,-,-43,-,-,-,-
"30 September, 2023",-,-,-,-,-,-,-43,-,-,-,-
"01 October, 2023","79 105",-52%,"32 734",-13.92%,"42 197","2h 25m",185,"296 859",0,92%,0
"02 October, 2023","214 521",171.19%,"34 788",6.28%,"45 600","6h 10m",756,"752 251",0,97%,0
"03 October, 2023",-,-,-,-,-,-,58,-,-,-,-
"04 October, 2023","109 198",-49.10%,"33 600",-3.42%,"44 696","3h 15m",539,"357 513",0,92%,0
"05 October, 2023","102 224",-6.39%,"34 075",1.42%,"42 482","3h ",75,0,0,99%,0
"06 October, 2023",-,-,-,-,-,-,362,-,-,-,-
"07 October, 2023","140 238",37.19%,"38 247",12.24%,"49 074","3h 40m",-129,0,0,96%,0
"08 October, 2023",-,-,-,-,-,-,-270,-,-,-,-
"09 October, 2023","205 129",46.27%,"34 188",-10.61%,"46 273","6h ",394,"688 281",0,97%,0
"10 October, 2023","109 247",-46.74%,"35 432",3.64%,"51 225","3h 5m",160,0,0,99%,0
"11 October, 2023",-,-,-,-,-,-,-164,-,-,-,-
"12 October, 2023","193 774",77.37%,"36 909",4.17%,"45 371","5h 15m",31,0,0,96%,0
"13 October, 2023","3 374",-98.26%,"40 483",9.68%,"43 766",5m,0,"592 371",0,91%,0
"14 October, 2023","142 841",4K%,"37 263",-7.95%,"46 706","3h 50m",82,"509 145",0,97%,0
"15 October, 2023",-,-,-,-,-,-,-106,-,-,-,-
"16 October, 2023","175 093",22.58%,"33 889",-9.05%,"46 192","5h 10m",289,"514 923",0,96%,0
"17 October, 2023","80 113",-54.25%,"32 046",-5.44%,"47 569","2h 30m",174,"269 522",0,97%,0
"18 October, 2023","38 831",-51.53%,"35 843",11.85%,"39 909","1h 5m",27,"277 589",0,95%,0
"19 October, 2023",-,-,-,-,-,-,-494,-,-,-,-
"20 October, 2023",-,-,-,-,-,-,-494,-,-,-,-
"21 October, 2023",-,-,-,-,-,-,-494,-,-,-,-
